2.74 -0.34 1.68 -6.84 3.34 ,,38,149,150,88,59
-0.94 -2.63 -0.18 -2.03 0.64 -6.89 -2.85 ,,184,50,81,132,39
-0.31 0.33 -0.54 0.07 0.24 0.07 0.01 -0.24 0.39 -0.61 0.34 -1.89 -0.04 0.34 -0.82 -0.43 -0.20 -0.15 -0.73 0.76 -0.36 -0.12 -0.42 0.31 0.21 -0.46 0.07 0.60 0.23 0.11 -0.18 0.34 -0.68 0.23 -1.33 -1.18 0.10 0.58 -0.72 -0.71 0.18 0.77 0.38 -0.54 1.13 1.09 -0.89 0.76 0.28 -0.09 -0.84 0.41 1.16 -0.43 0.55 -0.68 -0.15 ,,17,95,175,129,4
-0.25 -1.56 -2.83 -0.17 8.66 -2.21 ,,64,53,83,115,53
-0.35 0.17 0.50 0.71 0.76 -0.11 -0.99 0.78 -0.22 -0.42 0.69 -0.12 0.63 -0.27 0.16 1.52 0.65 0.23 -1.24 0.91 -0.67 -0.90 -0.56 -1.80 -2.86 -3.44 0.40 -1.18 0.93 -0.89 1.14 0.68 -0.05 ,,106,161,169,57,8
2.57 1.03 1.08 8.54 -2.56 ,,12,20,80,23,57
-0.06 2.92 -0.80 1.12 1.14 -4.43 4.17 2.25 ,,77,182,10,20,34
-2.66 -1.19 -3.46 8.56 ,,73,22,2,54,84
-0.50 3.66 -8.90 ,,173,80,110,48,82
-3.07 -0.43 -0.93 -9.43 -2.46 ,,136,38,16,179,59
-2.66 -1.44 -4.25 -9.07 ,,172,158,72,126,84
2.36 0.47 8.20 ,,50,50,103,157,55
-0.25 -1.33 -2.58 -9.62 ,,51,11,160,185,81
2.74 -0.81 2.44 -0.03 9.12 1.51 ,,98,174,110,50,49
0.03 -2.34 -1.05 -1.36 -0.49 -7.25 -2.65 ,,21,15,110,159,42
-9.29 ,,68,163,38,170,84
0.11 -0.05 -0.29 0.26 -0.29 -0.39 -0.02 -0.20 -0.23 -0.40 -0.52 0.15 -0.46 -0.33 -0.15 0.10 0.05 -0.02 -0.47 0.22 -0.63 -0.11 -0.31 -0.14 -0.24 0.16 -0.25 -0.85 -0.09 -0.10 -0.30 -0.02 -0.43 0.12 -0.27 -0.09 -0.10 -0.17 -0.45 0.07 0.07 -0.32 0.02 -0.23 -0.33 -0.37 0.98 0.03 -0.60 0.47 -0.64 -0.58 -0.07 0.09 0.19 0.10 -0.71 0.00 0.09 0.21 0.66 0.34 -0.91 -0.66 0.25 -0.10 -0.38 0.28 -0.01 -0.27 -0.31 -0.69 0.09 -0.62 -0.48 -0.16 -0.18 0.00 -0.50 -0.49 -0.08 -0.18 -0.04 0.59 0.05 -0.51 -0.19 -0.39 -0.19 ,,101,62,101,145,2
-0.15 0.12 -2.55 0.48 0.94 -0.40 -0.43 -2.06 0.43 1.09 -2.24 -2.98 -3.32 -0.09 -1.22 -0.88 ,,14,8,10,163,17
-2.69 2.11 -8.71 ,,127,87,131,86,77
2.73 0.25 -1.45 8.75 -1.84 ,,124,92,22,9,54
-0.60 1.58 1.31 4.02 -2.94 -0.45 -1.43 -1.15 ,,181,74,74,2,11
4.38 1.64 -0.45 ,,2,189,53,136,19
0.00 2.21 -0.69 -0.41 1.72 -0.53 -2.80 -7.64 0.22 1.27 ,,106,166,41,43,29
0.11 -3.23 -9.97 ,,125,166,11,176,63
-0.35 0.70 2.50 -0.10 -1.15 0.68 0.95 1.51 -0.94 -0.88 1.91 2.80 4.07 0.22 0.47 0.54 ,,50,49,189,48,18
-0.05 -1.35 0.77 0.95 1.23 -6.82 2.35 ,,72,101,87,81,42
-2.66 -0.11 -1.03 -1.94 -4.97 -0.28 1.79 ,,92,153,57,128,18
2.23 1.93 9.35 ,,57,158,96,120,87
-0.15 0.08 -2.09 -1.30 0.65 -0.61 0.22 -0.97 -0.79 0.01 -2.48 -0.56 0.41 -1.14 0.31 -4.19 -2.07 -0.64 0.34 -0.28 -0.95 ,,168,125,12,100,12
-0.41 1.36 3.53 4.04 2.54 ,,3,127,100,88,64
-0.02 -2.87 -1.02 -0.36 -1.96 6.67 1.89 ,,93,68,36,57,40
-2.95 5.49 ,,92,173,73,188,29
-0.54 -4.54 -8.90 ,,124,179,30,154,89
0.11 2.92 0.28 0.84 1.52 -7.82 -2.67 ,,67,79,64,30,41
6.11 ,,118,4,135,42,68
2.79 -1.99 9.85 ,,123,72,152,113,83
-0.10 0.03 2.14 0.22 -0.72 0.60 0.84 -0.03 1.70 0.49 -0.80 0.57 0.13 1.31 4.02 2.64 0.51 0.37 -1.19 -1.13 0.70 ,,133,119,112,71,11
6.11 0.38 -2.10 ,,141,57,113,5,29
1.17 1.16 2.86 7.17 ,,39,132,141,129,74
-0.15 0.14 0.01 -0.63 0.24 -0.37 -0.54 -0.37 -0.31 -0.06 -0.69 0.31 -0.64 1.59 -0.26 -0.64 0.52 0.13 -0.10 -0.15 0.43 -1.06 0.06 -0.18 0.12 -0.61 -0.51 0.16 -0.37 -0.90 -0.53 -0.59 -0.82 -0.58 0.18 -0.11 0.44 -0.52 -0.15 -0.38 -0.12 0.16 -1.00 -0.10 0.42 -0.25 -0.84 0.30 -0.48 -0.84 0.50 -0.01 -1.18 -0.98 -3.19 -0.75 -1.35 0.12 0.05 -1.01 -0.14 -0.85 -0.68 -0.15 ,,124,40,15,135,4
-0.15 -2.31 0.37 -1.57 -1.55 0.17 -5.83 -1.36 1.18 ,,173,127,19,45,33
-2.24 2.85 -3.70 -4.71 ,,165,92,5,14,70
-3.29 0.39 -2.60 -0.74 -9.42 -1.81 ,,168,79,11,52,49
0.21 -2.52 -1.50 0.87 -9.34 1.72 ,,69,75,166,190,54
-0.95 2.21 0.69 2.80 -2.17 -1.47 ,,74,125,99,162,27
1.14 6.46 ,,29,178,67,149,50
0.05 -0.84 0.40 -1.60 -1.34 -0.65 0.07 0.98 -1.23 0.30 0.31 0.99 -0.78 0.04 -0.75 0.14 -1.02 -0.40 -1.60 0.46 0.05 0.88 -0.88 0.60 -0.52 -0.77 -0.20 -1.90 0.75 -0.73 0.23 -0.04 0.12 ,,98,22,87,172,7
-0.05 -0.08 6.73 ,,41,172,29,75,77
