-1.03 -6.31 1.91 -0.57 0.76 -2.50 -1.71 0.40 ,,103,88,164,20,21
20.30 -1.71 1.18 1.38 0.26 -0.16 ,,185,13,89,141,25
18.93 3.54 ,,50,23,114,178,90
-5.68 -4.99 3.60 ,,27,139,82,101,76
22.63 -5.44 ,,86,182,71,117,89
-0.22 -5.08 -0.99 -0.59 -0.45 -0.86 -4.90 2.13 -0.25 0.11 ,,159,9,154,43,12
-4.14 -10.32 -1.02 2.10 0.13 -1.02 0.99 -1.47 -1.37 -0.79 ,,14,77,106,55,12
-24.41 3.28 1.54 ,,51,180,5,5,56
13.02 6.02 2.33 -0.48 ,,89,168,73,173,23
-1.78 3.29 -1.07 -0.78 -0.55 -0.10 1.18 0.38 1.91 -0.37 ,,63,25,154,86,14
9.85 10.83 3.50 0.85 ,,124,21,29,119,52
-0.52 -22.22 2.50 2.07 ,,158,61,76,73,63
-13.06 4.18 -0.37 ,,3,33,125,114,49
-0.08 -20.53 3.97 ,,112,37,87,132,93
-5.19 3.40 -3.21 ,,191,19,145,20,72
-4.62 -2.14 -4.40 1.28 -1.96 -0.29 ,,29,146,19,31,27
1.29 -2.68 -2.77 4.23 9.27 -1.35 -1.31 -1.53 0.89 0.85 1.56 -3.43 1.93 -0.97 -0.06 -0.66 0.23 -0.34 -0.05 ,,123,155,165,116,10
-0.07 -3.75 0.33 -0.61 -5.78 -1.03 -0.73 -1.31 -0.79 0.01 0.68 -1.15 -3.77 -0.10 -0.91 -1.03 0.79 -0.77 0.22 -0.47 -0.46 0.36 0.27 ,,29,33,159,56,7
-5.54 16.27 -3.01 1.86 ,,156,167,20,144,57
21.05 -5.20 ,,104,126,45,126,91
0.22 -22.62 -3.26 1.56 ,,39,85,58,51,62
-22.56 -3.54 -3.51 ,,26,61,146,70,64
4.60 1.06 -0.44 0.03 ,,166,9,109,5,16
0.65 8.58 -0.82 -1.43 -0.04 -0.03 1.04 -3.79 1.20 0.27 -0.32 -0.17 -0.29 -0.64 -0.17 ,,104,114,49,141,8
5.24 18.83 2.11 1.18 2.85 1.91 -0.16 ,,154,136,58,164,25
-0.95 -18.04 1.33 0.77 -3.70 -1.20 ,,3,19,86,39,31
-1.10 -0.11 -0.18 0.30 -0.34 -0.54 -0.22 -0.18 0.06 -0.61 -0.25 0.45 -0.26 -0.38 0.17 0.51 -0.32 -0.79 0.08 -0.03 -0.22 -0.18 ,,9,38,8,101,2
1.26 -20.03 -4.61 ,,182,151,152,150,92
18.79 -2.55 0.99 ,,125,170,119,134,57
-0.58 -0.47 -0.52 -1.10 -0.12 ,,28,141,28,126,9
0.10 2.30 1.69 8.49 9.78 -0.93 0.61 0.78 -0.74 0.77 0.35 -2.00 1.17 1.08 0.29 0.27 -0.21 -0.12 ,,149,58,92,116,9
4.89 4.13 2.11 ,,19,87,21,108,66
0.73 23.41 -4.64 ,,123,167,29,63,86
-6.56 -17.94 -2.69 -0.13 -1.97 ,,102,149,83,170,29
1.48 9.52 0.09 -1.23 -4.26 -0.56 -0.14 ,,142,175,95,4,25
-0.59 0.46 -3.18 -1.01 -0.36 0.05 -0.33 0.54 0.54 0.92 0.32 0.14 0.50 -0.44 -1.33 -0.28 -0.30 -0.20 -0.53 -1.22 0.10 -0.18 0.93 0.65 0.10 -0.85 -0.06 0.31 -1.12 ,,168,103,118,91,3
-5.19 -15.15 -4.42 ,,112,155,132,123,83
-10.15 -8.53 -4.11 ,,191,65,170,78,73
5.44 -17.26 0.61 1.95 2.70 -0.21 ,,178,55,45,177,32
4.99 -7.26 -5.63 ,,128,23,185,16,55
0.89 21.15 2.18 4.12 -0.46 ,,147,84,119,135,44
-0.34 23.39 -3.29 -3.54 -0.04 ,,61,191,11,30,45
1.55 0.62 -0.36 -0.68 -0.19 ,,139,38,116,29,15
-23.53 2.79 -3.35 ,,4,29,50,136,66
-10.15 4.64 2.92 ,,33,71,5,170,73
-2.98 -13.63 -0.12 -0.87 -0.91 -0.02 0.45 0.05 0.06 -1.24 -0.05 -0.63 0.34 -0.29 -0.14 -0.13 ,,75,62,149,43,8
-2.67 -21.17 -2.45 -4.65 -0.75 ,,54,146,164,173,44
4.89 18.99 -2.91 -3.47 1.21 -0.27 ,,55,31,91,126,30
1.29 -5.34 18.93 -1.72 -1.21 -0.36 3.34 1.52 -1.57 -0.22 ,,76,17,7,132,19
-21.63 5.77 ,,3,29,27,177,91
-5.54 15.44 -4.24 ,,179,174,149,69,81
-1.03 3.61 -3.13 -5.24 -10.41 1.11 0.35 0.34 0.04 -0.16 -1.52 0.54 2.19 -1.10 -0.03 -0.30 -0.21 ,,179,128,124,143,11
-0.52 -17.11 0.81 3.79 -0.50 ,,36,49,49,107,43
-24.52 3.38 -4.19 ,,142,152,91,95,73
4.32 -17.44 1.71 -1.75 ,,174,37,186,1,49
0.65 -14.47 0.62 -0.70 -0.19 -2.00 -0.88 0.07 ,,163,109,189,49,14
-1.19 18.35 -5.18 ,,69,131,92,67,91
-5.19 -19.39 -2.11 -2.17 -3.94 -0.10 ,,58,112,128,38,33
-10.22 5.40 ,,14,52,6,181,88
0.89 21.08 2.59 2.49 1.65 ,,129,41,72,84,43
-0.08 14.29 2.43 0.35 -4.18 -0.21 ,,1,63,83,94,32
-22.37 5.03 ,,154,91,26,6,93
8.60 -11.63 -3.75 -0.13 ,,124,74,28,38,50
4.99 11.91 -6.14 4.78 0.92 ,,146,22,100,87,38
-5.19 16.21 3.73 -2.16 ,,80,114,93,84,57
-5.06 14.45 -3.11 -2.12 ,,35,172,158,86,54
2.09 2.57 -18.64 0.53 0.53 0.15 1.04 2.45 0.31 ,,182,35,59,9,16
-1.19 -19.84 -3.69 0.68 ,,31,133,143,46,59
4.37 15.34 -1.50 -1.35 0.63 1.88 -2.73 -0.73 -0.30 ,,117,189,75,99,18
-21.70 -5.26 ,,134,69,154,18,93
0.44 -0.37 1.29 0.41 2.88 0.90 0.71 0.06 -0.35 -0.63 -0.44 -0.01 -0.22 0.15 0.10 -0.39 1.03 2.89 -3.87 -0.18 -0.53 -0.55 -0.12 -0.45 -1.12 0.04 -0.55 0.79 0.38 -0.20 0.30 0.05 -0.17 ,,149,98,169,125,3
-5.62 1.55 0.74 -2.46 -1.35 -0.14 ,,54,128,91,147,21
-5.19 16.73 -3.51 1.54 ,,51,12,3,9,56
-19.53 0.44 -2.58 0.49 ,,9,58,187,43,32
0.89 15.15 -4.33 -1.97 ,,28,111,31,68,52
0.65 -1.10 -2.11 -3.38 0.44 1.22 -0.86 0.38 -0.18 -0.88 -0.52 1.65 0.11 -1.18 -0.06 -1.31 -1.81 0.76 0.87 -0.03 0.44 -0.06 ,,34,22,139,43,6
-1.56 -5.51 -1.83 -0.02 -4.65 -1.13 -0.26 -0.39 ,,49,153,76,96,18
-0.07 22.80 5.47 ,,170,7,130,73,89
-5.06 11.06 0.23 ,,67,81,55,70,79
-4.62 -17.77 1.03 -1.46 -0.26 ,,40,103,175,187,41
-0.09 1.11 -2.05 -1.16 9.46 -0.13 -0.05 -1.32 -0.62 0.07 -0.35 -0.84 0.22 -0.01 -0.61 3.94 -3.52 0.59 1.27 -0.41 1.33 -0.81 1.53 0.70 ,,106,161,27,123,5
-14.32 -4.27 4.01 ,,54,118,3,164,73
0.20 -0.38 -0.40 -1.71 0.70 1.56 -0.22 3.31 -0.60 -0.08 0.34 0.09 0.24 -0.19 -0.35 0.12 -0.11 -0.27 1.10 -3.64 0.23 -0.55 -0.24 0.42 0.99 0.23 -0.37 0.34 -0.65 0.33 0.36 0.64 -0.38 ,,3,141,18,137,2
6.18 14.26 -2.39 -3.44 ,,132,113,189,75,48
14.02 6.67 -3.66 -2.54 ,,152,166,30,64,48
8.44 1.09 1.30 ,,165,10,159,5,27
2.28 3.40 0.05 9.46 0.54 -0.38 0.84 -0.50 -0.82 -1.15 -0.09 0.13 0.33 -0.27 -0.05 ,,162,190,76,107,10
-0.08 -4.16 -9.50 -9.92 1.53 0.70 -1.70 -0.58 -2.35 -0.79 -0.59 -0.16 ,,162,155,114,25,15
-0.61 4.13 13.80 -0.27 3.53 -1.29 -1.02 0.21 0.35 -0.13 0.02 ,,161,102,8,135,12
-10.86 -2.58 4.27 1.44 ,,186,175,4,150,47
0.82 -5.85 -1.18 -0.97 -0.56 -0.51 0.16 -0.06 0.15 -0.32 -1.57 -0.97 -0.04 -0.40 0.14 -0.74 -0.24 ,,1,119,164,98,6
-0.08 -21.20 4.06 ,,160,192,105,130,84
17.37 4.93 -4.01 -0.27 ,,3,27,156,113,42
1.48 3.29 9.59 8.49 0.62 -0.25 -2.01 1.81 0.32 -0.41 0.07 ,,153,102,35,49,14
-21.90 4.24 ,,165,86,103,53,96
-14.61 2.87 1.54 ,,131,62,58,44,56
-2.38 -1.23 2.76 -10.35 0.85 -0.88 -0.02 0.14 -1.35 -5.02 -1.57 -0.57 -0.78 -0.17 -0.29 0.34 -0.03 -0.14 -0.13 ,,61,52,125,75,8
-0.52 4.57 17.29 2.48 0.06 5.31 -2.63 3.80 -0.53 -0.25 ,,169,44,49,167,20
12.01 0.25 ,,3,106,158,59,86
-4.79 10.40 2.90 ,,56,191,22,184,67
8.60 1.12 -4.53 ,,191,83,181,99,47
21.13 -2.79 ,,107,107,33,144,88
1.48 -9.16 -8.54 0.07 1.32 -2.55 -1.21 0.06 ,,16,72,55,19,26
-2.67 -19.37 -2.28 0.81 -0.36 -2.81 0.49 -0.20 ,,77,72,97,39,22
-14.32 6.14 3.89 ,,147,135,68,43,79
0.58 5.90 19.12 1.21 0.40 4.44 1.47 1.21 -0.02 -0.22 ,,91,99,33,147,20
-24.73 -3.88 -3.15 ,,8,105,120,101,74
-0.21 -0.80 -0.23 -0.25 0.41 0.24 0.07 -0.81 -0.41 -0.27 1.39 -0.29 -0.44 -1.86 -0.08 -3.61 -0.40 -8.00 -0.30 0.20 0.00 -0.06 0.48 -0.07 -0.09 0.40 -0.54 0.88 -0.03 -0.01 -0.11 -0.29 -0.01 -0.13 0.35 0.17 -0.31 -0.18 0.01 0.34 -0.11 0.05 -0.72 -0.33 -0.44 0.10 0.42 -0.18 -0.65 0.33 0.36 -0.28 -0.12 -0.11 -0.20 0.36 -0.32 -0.16 ,,176,129,145,10,2
-7.24 -3.14 ,,75,12,172,14,65
9.92 -6.14 3.93 ,,6,90,20,119,75
-1.59 -0.97 -3.00 -0.02 1.19 -4.06 -5.14 -0.62 0.19 -0.19 -0.34 0.55 0.21 -0.59 0.78 -4.24 3.22 0.30 0.33 0.50 0.20 1.10 -0.07 -0.44 -0.16 -0.21 ,,189,136,161,88,5
-0.34 -2.48 -3.63 -4.53 0.54 -1.71 -1.11 0.82 1.93 1.49 -0.63 -0.27 -0.05 ,,104,4,69,47,10
4.76 -13.06 4.18 0.07 ,,172,130,60,144,49
0.22 -14.61 2.52 2.54 -0.20 ,,172,2,79,42,33
-22.65 -3.09 -3.35 ,,163,122,33,21,66
-1.03 5.66 -19.14 1.69 0.06 0.63 -2.82 -0.92 0.82 -0.09 ,,18,170,169,8,20
-2.31 12.30 3.40 -2.12 ,,92,171,26,107,54
-23.53 3.02 -2.82 ,,23,42,23,16,65
-24.56 -3.75 -3.90 ,,90,142,61,60,76
-4.97 -5.96 -3.80 0.85 ,,30,19,72,31,52
-4.79 -15.82 4.28 ,,137,168,84,38,84
0.58 -9.96 11.09 -0.98 1.96 2.53 -0.03 ,,60,40,154,142,30
6.08 14.20 -2.38 0.01 4.06 -2.79 -3.22 0.86 -0.24 ,,123,166,60,100,19
6.18 -10.23 -4.36 ,,138,180,50,183,84
1.26 22.59 -2.99 -1.27 3.97 -0.47 ,,91,53,41,55,35
4.32 6.95 -4.78 ,,17,134,108,151,78
-0.09 -0.30 -2.09 1.66 3.34 14.26 -0.10 -1.37 -0.85 -0.10 0.13 -1.40 -4.77 3.45 1.36 1.72 1.64 0.21 -0.88 -0.12 -0.40 -0.18 ,,39,22,23,88,9
21.05 -5.54 ,,95,38,143,133,92
2.37 19.51 2.20 -3.42 ,,91,35,83,92,57
-1.85 21.41 3.46 1.29 0.20 ,,110,107,5,119,43
0.70 -0.16 -0.78 -0.08 -0.29 -0.19 0.06 -0.50 0.60 -0.55 -0.30 -0.20 -0.34 0.05 -1.10 -0.41 0.51 -0.32 0.32 0.47 -1.02 -0.16 -0.28 -0.48 -0.23 0.00 -0.32 -0.26 -0.22 -0.55 -0.18 ,,140,60,159,79,2
-3.33 -6.22 8.92 -1.82 -0.15 -1.13 -1.39 -0.08 ,,42,173,4,79,19
-2.67 4.14 3.47 ,,36,149,25,117,60
22.81 -2.54 -0.76 -4.21 0.34 ,,40,12,184,31,36
-1.03 -18.90 -5.18 ,,186,96,175,108,91
-5.68 -4.59 2.55 ,,188,70,5,36,67
-24.81 -1.44 -4.14 ,,73,190,83,37,48
8.60 -10.59 3.94 ,,171,82,182,113,81
-0.34 -5.47 5.03 13.46 -2.03 -0.71 0.04 -1.38 1.73 1.21 0.09 -0.30 0.22 ,,38,13,21,183,13
-22.50 -4.02 -2.85 ,,165,117,122,61,67
-1.03 5.83 4.53 -8.10 1.46 0.22 1.15 1.13 -0.63 -0.62 ,,6,91,61,171,16
-5.06 -13.87 3.91 ,,24,77,3,76,82
5.38 13.37 -0.89 -0.64 1.51 1.44 0.70 -0.49 ,,189,47,187,91,14
1.29 -22.47 3.22 -1.85 ,,110,142,151,177,61
1.55 22.10 2.18 -1.23 2.09 -1.51 -0.03 ,,172,173,191,187,30
2.37 20.83 -1.02 4.19 0.44 ,,94,26,56,90,45
-1.56 20.33 3.24 -1.86 ,,107,175,27,97,62
0.31 -15.55 0.52 -2.17 -2.99 -0.40 ,,150,66,182,32,32
2.95 -17.51 1.60 2.69 ,,136,121,60,162,57
-3.93 -5.95 -9.73 1.74 -1.88 0.13 1.21 1.47 1.14 -0.07 -0.61 ,,93,146,123,152,12
-5.19 -17.77 -3.76 0.30 0.20 ,,44,76,99,43,43
0.65 -6.13 -4.83 -1.55 -0.33 -0.45 -1.34 -0.61 -0.52 -0.17 ,,143,173,119,89,16
-1.56 22.24 -3.07 -1.05 3.15 0.34 ,,148,2,26,153,36
-15.05 5.09 3.97 ,,56,115,59,38,77
-1.56 -22.76 -2.25 4.01 -0.52 ,,83,124,101,116,41
6.94 3.04 0.63 -4.51 -1.19 ,,184,94,90,141,37
23.40 -2.65 3.54 -0.12 ,,32,5,82,104,51
-0.24 1.70 -2.81 -0.88 -8.71 -0.07 -0.50 -0.64 -0.41 -0.21 -0.24 0.62 2.85 -1.26 -1.14 0.48 -0.20 -0.95 -0.40 0.55 -0.24 -0.61 0.82 -0.68 -0.06 -0.23 -0.15 -0.26 -0.51 0.05 -0.27 -0.13 ,,122,147,176,17,3
-5.19 18.03 -2.17 -1.67 0.88 1.18 0.02 ,,154,2,66,72,26
-3.30 -4.32 -18.88 -2.12 -0.85 0.34 -0.01 -1.81 -2.11 -0.62 0.11 0.19 ,,29,167,155,120,14
-0.95 2.08 1.80 0.27 8.41 -8.88 0.52 1.13 0.51 0.19 -0.74 1.04 -0.65 -0.36 0.94 0.57 -0.15 -2.15 -0.29 -0.13 ,,2,55,122,127,8
5.09 -10.28 4.34 ,,172,66,145,157,80
-24.58 3.88 4.10 ,,170,81,152,128,72
-1.56 12.10 0.02 0.55 2.61 -0.96 -0.16 ,,173,101,15,141,23
-24.25 -2.66 -2.97 ,,60,124,143,16,64
-9.62 0.57 ,,180,63,23,23,85
-0.07 18.93 -3.84 ,,43,162,41,64,90
-0.08 -18.47 -1.90 -4.14 -0.35 ,,188,82,126,33,36
