0.87 0.47 1.29 0.57 -0.17 2.30 -1.66 0.06 -0.33 0.79 -2.93 0.12 -0.82 -1.15 -0.44 -0.49 -0.81 -1.32 0.10 -0.79 -0.35 -0.08 0.32 -0.07 0.32 -1.81 -1.43 -0.58 -0.47 -0.77 -1.06 0.27 1.01 1.48 -2.45 0.13 ,-0.46 ,45,94,160,15,6
-0.60 -0.38 -0.55 -0.16 -0.09 -0.15 -0.15 0.62 0.66 -0.58 -1.49 -0.49 -0.34 -0.22 -0.18 -0.21 -0.58 -0.17 -0.44 -0.17 -0.59 0.28 -0.11 -0.18 0.95 -0.35 -0.35 -0.26 0.05 -0.39 -0.19 0.00 1.17 0.53 -0.53 0.33 0.19 -0.55 -0.11 0.11 -0.32 -0.56 -0.08 0.20 -0.23 -0.24 0.21 -0.05 0.34 -0.38 -0.39 0.15 -0.09 -0.52 -0.52 -0.72 -0.09 -0.07 0.40 -0.12 -0.12 -0.04 -0.58 0.03 -0.20 -0.47 -0.35 0.03 -0.69 -0.44 -0.01 -0.82 0.08 -0.09 -0.26 -0.23 0.49 -0.15 -0.47 0.06 -0.47 -0.35 -0.24 -0.03 -0.13 0.16 -0.72 -0.25 -0.28 -0.15 0.10 -0.43 ,-0.61 ,132,182,82,87,2
-4.12 2.81 0.60 2.13 1.61 0.48 0.36 2.81 -0.30 1.10 ,,152,134,140,119,25
-9.37 -0.16 3.84 ,,37,88,188,134,83
1.61 1.86 1.94 1.67 -2.69 0.29 -4.36 0.32 -1.00 ,-0.46 ,13,160,110,98,29
1.39 6.46 -2.31 -1.35 1.11 -1.71 0.33 -3.88 1.35 ,,42,89,105,143,31
7.68 2.72 0.06 -0.66 ,-0.46 ,53,141,29,18,73
-0.15 8.10 -1.81 0.33 -0.50 -3.70 -1.23 ,0.16 ,143,180,157,137,46
1.47 -3.64 0.10 -0.56 -0.74 0.30 0.01 3.36 -0.67 2.08 -2.08 ,,180,66,139,5,14
8.69 2.64 0.09 -0.91 ,-0.46 ,59,110,139,135,78
-1.69 -7.10 -1.86 0.26 -0.19 4.40 0.93 ,-0.46 ,186,100,99,30,46
-1.58 0.20 -0.14 0.14 -1.27 -0.29 0.36 2.63 -0.38 0.71 -0.08 -0.05 -0.28 -0.78 1.91 -0.17 -0.22 0.54 -1.32 -0.57 -0.54 -0.43 ,,160,6,82,39,6
-7.78 0.91 3.69 0.76 ,-0.46 ,85,146,121,154,64
-0.94 -0.02 -1.37 -2.25 -2.02 0.06 -0.36 0.40 -0.67 -1.09 0.26 -1.28 -0.04 -0.37 -3.70 4.23 -0.34 -0.35 -0.67 0.89 0.05 -0.35 -1.09 0.65 0.47 -1.08 0.14 -0.04 -0.93 -1.00 0.08 0.94 1.55 -1.43 -0.29 ,0.16 ,191,147,14,36,6
5.85 3.72 -3.47 2.54 -0.27 ,-0.46 ,164,134,159,10,48
-2.32 -3.32 2.43 -1.81 2.87 0.55 -0.97 ,,152,129,53,127,32
-8.85 -4.60 3.30 4.92 -0.04 ,0.16 ,133,11,61,73,58
1.30 6.75 0.58 3.21 ,-0.46 ,56,173,117,87,92
-8.04 -1.80 -0.47 3.12 -0.69 ,-0.46 ,146,134,69,41,59
-5.62 -0.14 -1.92 3.10 -1.79 -1.59 0.00 -1.20 0.76 0.99 -1.05 ,,18,5,23,16,24
9.25 0.26 3.42 ,-0.46 ,76,188,83,74,96
-8.55 4.05 3.71 4.25 0.16 ,0.16 ,115,133,17,86,54
-8.60 -0.96 -0.78 1.25 -4.92 ,0.16 ,128,29,90,90,53
-9.37 -0.64 2.18 ,,175,93,72,152,94
8.58 -4.80 3.36 -4.57 -0.32 ,0.16 ,74,58,47,113,59
10.08 0.14 -2.24 ,,82,102,181,90,91
-4.82 2.91 ,,6,117,15,125,80
-3.60 -6.72 2.95 3.04 ,0.16 ,132,183,39,170,84
-10.08 -0.46 -3.69 ,-0.71 ,142,137,183,191,94
-0.94 7.67 -1.74 -0.45 0.47 4.27 -1.12 ,,153,53,94,154,46
-8.78 4.68 -3.24 -4.19 ,-0.46 ,82,119,158,83,80
5.79 3.74 -1.15 -4.04 -0.03 ,,6,169,44,79,48
6.56 3.28 1.32 4.10 ,-0.46 ,178,135,190,103,69
5.62 1.10 1.69 2.16 -2.03 0.63 -2.38 -0.94 0.89 ,-0.46 ,55,144,98,7,30
-0.60 -3.64 -1.21 -0.65 -1.13 -2.99 1.59 0.14 0.62 0.84 0.02 3.10 0.44 0.97 0.50 -1.24 ,0.16 ,162,82,37,117,15
-0.84 0.50 -1.07 0.17 -1.06 -0.43 -1.38 0.15 2.43 -0.14 -0.21 0.73 0.77 -0.71 -1.36 0.16 0.65 -0.49 -0.31 0.53 -0.16 -0.49 -0.39 0.47 -0.93 0.96 0.81 -0.44 0.25 -0.36 0.75 -0.07 0.19 -1.07 0.06 0.27 0.29 -2.24 -0.23 -0.15 ,-0.58 ,181,161,53,32,4
-7.70 -2.37 -0.24 0.31 -4.12 -1.15 ,0.16 ,122,153,3,158,41
-0.49 -0.17 0.72 -0.14 -0.27 0.10 -0.50 -0.20 -0.26 -0.18 0.26 -0.58 0.03 -0.20 -0.40 -0.23 0.49 -0.15 -0.95 0.06 -0.61 0.61 -0.28 -0.15 0.10 -0.43 ,,24,171,25,137,2
-8.60 6.04 -2.40 -2.79 ,0.41 ,134,142,64,56,81
1.61 4.58 -0.68 -3.05 0.70 0.69 0.49 -0.69 0.35 -1.21 -0.89 -0.06 ,0.41 ,71,108,79,98,18
-9.37 0.33 3.38 ,0.16 ,110,26,43,168,92
-7.96 2.94 1.42 -0.38 ,,42,105,11,57,77
4.05 2.64 -0.61 1.91 2.06 -2.14 -0.05 -0.04 -3.27 -0.66 -0.22 ,,20,145,171,159,22
5.25 -3.46 -4.75 3.65 0.73 3.29 -1.15 ,0.62 ,151,171,69,162,40
1.47 -5.15 -1.17 1.81 2.53 -2.23 1.14 0.83 -3.13 -1.25 -0.45 1.12 ,-0.46 ,53,130,124,95,24
-3.29 -3.09 -0.83 3.23 1.56 1.50 1.03 -2.27 0.95 -1.00 ,,173,184,25,95,29
5.51 5.63 3.03 -3.98 ,-0.58 ,173,176,87,66,87
6.69 -4.92 1.16 2.49 ,,14,82,173,147,81
-5.35 3.97 0.76 ,,180,20,90,4,64
-0.60 -5.66 -0.64 2.02 -2.87 -1.97 -1.91 0.65 2.86 -0.65 -0.76 ,0.16 ,190,175,173,110,26
-8.42 -4.02 -2.46 -3.68 ,0.16 ,48,56,11,190,76
-1.04 6.69 0.67 -1.42 -0.42 -2.19 -1.37 -0.52 0.03 -3.60 0.38 -1.44 0.00 ,0.41 ,145,99,49,37,21
7.97 0.99 -0.95 -4.01 0.65 ,,103,75,134,11,42
-8.88 -3.03 1.08 -0.91 ,0.16 ,165,107,38,191,78
2.80 -2.84 -1.83 -0.97 -1.87 -3.34 -2.39 0.05 ,-0.71 ,60,61,190,157,37
0.99 -0.59 1.23 -0.81 4.22 -2.43 -0.29 -1.34 0.52 -0.77 -0.97 -0.37 0.00 -0.70 -1.42 -1.27 -0.43 0.47 -0.17 2.13 -1.81 -0.24 ,,43,105,157,103,8
2.40 0.61 -0.53 -0.45 0.76 1.50 -1.37 4.50 -1.17 -1.92 0.38 -0.82 0.24 -0.11 -0.13 -2.85 -1.00 -1.34 0.96 1.04 -0.15 -0.09 ,-0.92 ,126,134,149,35,10
6.88 -0.45 -1.32 -4.33 -1.15 ,,94,39,191,11,49
-0.15 -7.30 2.33 1.93 4.67 -0.87 ,-0.46 ,107,35,116,72,44
8.57 -2.99 0.83 0.08 ,0.16 ,60,57,39,95,77
6.88 -0.21 -1.45 -0.57 1.13 -0.59 -4.39 0.64 -1.19 ,-0.14 ,123,113,46,132,30
10.18 -0.45 -3.44 ,-0.46 ,102,92,129,108,94
-1.69 -2.20 1.88 -0.48 1.05 0.90 -2.28 5.46 -2.41 -0.37 -0.83 -0.06 -1.09 -0.11 -0.27 -3.82 -0.93 0.49 -1.11 0.54 -0.21 ,,76,171,22,43,10
-2.07 -5.56 -1.91 0.48 0.53 4.09 1.10 ,-0.92 ,99,101,67,169,44
-10.53 -0.11 3.80 ,0.16 ,138,182,8,60,96
7.86 -0.11 3.55 -0.07 ,,135,89,41,21,67
-4.12 9.35 2.21 -3.31 ,-0.46 ,161,129,86,39,89
1.30 6.40 2.45 1.73 -2.40 0.60 -4.52 0.00 -0.34 ,-0.46 ,40,129,167,14,32
