1.74 ,,14,121,81,178,80
0.07 -2.83 4.43 ,,31,162,144,79,44
-0.10 -0.22 -3.57 1.97 0.38 ,,4,79,137,122,18
2.65 -5.04 ,,119,73,53,124,52
-0.50 -2.26 ,,38,14,125,110,79
-1.09 1.97 -1.51 ,,97,143,52,39,32
-1.32 -4.19 ,,112,185,61,66,59
-0.30 2.74 4.82 ,,183,120,90,113,47
-2.68 5.36 ,,40,68,97,106,53
1.83 ,,135,52,128,20,41
0.37 1.54 -2.93 ,,37,2,171,162,42
-1.72 ,,152,31,3,29,89
2.08 ,,137,48,114,56,75
1.10 -2.73 -1.73 ,,127,120,46,89,33
2.92 ,,20,136,39,134,69
-0.12 1.75 ,,17,78,44,3,76
-0.90 3.79 ,,21,156,192,90,43
0.20 -2.36 ,,31,8,171,94,77
2.15 ,,170,173,57,8,96
-1.58 ,,124,34,110,191,73
-0.10 0.16 -0.73 -1.01 -2.28 0.08 1.12 -0.10 1.42 -0.28 -0.16 ,,76,183,111,80,9
0.73 -0.08 0.89 ,,52,47,131,173,31
1.04 ,,19,167,53,161,37
-0.01 3.60 -0.54 ,,9,190,19,40,26
-0.53 1.42 ,,192,189,120,163,89
-2.03 3.27 ,,11,118,78,177,43
-0.66 1.14 -3.78 ,,173,5,149,140,40
-0.25 0.07 1.82 1.51 1.26 0.02 -0.37 -0.35 0.06 ,,38,70,28,42,4
-0.24 -0.15 -0.18 -0.16 -0.09 0.16 -0.35 -0.14 -0.40 0.00 -0.17 -0.46 -0.36 -0.46 -0.61 0.28 -0.64 -0.27 0.33 0.22 -0.39 -0.78 0.26 -0.30 -0.77 -0.90 0.50 -0.41 -0.01 -1.00 -0.08 0.05 ,,109,40,97,175,2
-1.49 3.51 -0.18 ,,191,124,91,43,25
-0.68 -2.59 ,,9,4,25,125,78
-2.98 ,,173,157,17,158,92
0.37 -0.36 -1.42 -1.95 0.97 2.35 1.41 0.03 -0.74 ,,26,87,121,54,11
-0.08 -0.02 -0.30 -0.31 -1.37 0.12 -0.49 -2.49 -0.02 0.98 -0.57 2.26 -0.52 -0.50 0.97 0.56 0.01 -0.45 ,,2,86,156,54,5
0.36 1.95 ,,41,148,97,2,83
2.51 -4.81 ,,79,33,73,108,58
-0.58 3.47 -5.53 ,,174,126,23,98,36
-0.20 -0.34 -0.30 -0.23 0.77 -0.39 0.01 -0.42 -0.91 -0.55 -0.35 ,,175,170,19,126,4
-1.35 ,,118,37,137,184,96
