3.39 6.89 -2.08 -0.59 ,0.96 4.63 ,165,184,89,86,74
0.07 -1.01 1.74 -2.04 -1.51 2.76 1.32 -0.71 -1.61 -0.70 1.74 0.09 0.74 -0.39 -2.00 -1.23 1.45 -0.73 ,-0.38 1.30 0.69 1.24 -0.49 ,145,163,26,158,12
0.20 -1.15 -3.64 -3.11 -2.83 0.45 -1.03 2.16 -2.05 ,-1.31 -1.87 ,146,123,152,37,27
0.20 1.89 -2.20 -2.82 -3.14 0.07 3.63 -0.71 -1.58 -0.38 0.26 -2.15 1.13 0.52 ,0.12 -1.07 -1.60 -0.94 -0.69 ,61,141,183,87,18
-1.52 7.20 -0.52 2.00 -0.55 ,-0.79 2.40 ,119,177,158,120,59
-3.22 4.17 1.67 -1.29 -0.92 ,0.02 -2.56 ,80,138,55,86,47
-0.51 -11.12 2.17 -1.43 ,-0.10 -2.91 ,169,112,65,11,82
-0.15 -0.33 1.75 -2.80 -1.93 3.39 0.53 1.44 -0.36 -0.23 -2.87 -1.01 -0.05 -0.77 -1.64 0.60 0.63 ,0.02 0.84 -1.60 1.37 -0.45 ,106,8,189,99,16
0.96 8.25 2.60 2.26 1.96 -3.33 ,0.80 ,174,67,9,85,44
0.01 -5.08 0.89 -1.70 1.47 ,-2.68 -1.14 ,5,105,160,72,50
0.35 8.31 -0.56 1.20 ,-0.50 3.68 ,170,169,42,152,94
0.39 -1.45 2.31 1.83 4.47 -0.20 -2.90 -1.25 -0.12 0.97 1.38 -0.69 2.15 -1.29 -0.95 ,0.71 -0.28 2.22 -0.23 0.06 ,149,123,69,37,17
-0.70 8.05 0.06 0.07 ,-4.83 ,69,167,96,13,72
-0.38 7.95 0.16 -0.76 ,-2.62 ,142,150,69,21,88
-0.58 -5.33 -3.33 -1.65 1.54 -2.02 ,,139,109,172,47,34
-0.81 -4.23 4.63 -1.23 -1.94 -0.51 -0.44 ,0.96 -2.05 ,187,159,154,103,42
0.28 -1.02 7.24 3.79 -3.04 0.13 -0.36 1.17 ,-2.31 1.37 ,108,1,34,78,40
-2.33 8.63 -2.73 1.50 ,-0.70 -4.14 ,47,178,112,83,78
-0.50 1.23 5.83 -2.82 1.37 0.14 0.18 -1.03 ,0.12 2.32 2.08 ,116,52,73,119,39
0.27 0.94 6.45 1.87 1.37 -0.04 0.10 -1.38 ,-0.91 2.14 1.87 ,118,84,71,183,38
-0.51 5.05 -3.35 -1.47 1.34 -1.00 1.16 -1.80 ,-0.08 -1.37 ,14,64,121,16,36
-0.56 0.75 2.41 3.02 1.02 0.14 -0.60 -0.03 1.34 -0.90 -0.93 ,0.38 -1.31 ,16,122,93,125,16
0.27 -0.76 0.20 1.05 0.75 1.64 1.93 -0.45 -0.17 1.97 -0.51 0.84 -2.16 1.60 1.04 -0.96 0.00 0.90 0.22 0.06 -1.29 -0.36 0.85 0.11 ,0.08 -0.26 0.46 1.17 0.05 0.07 0.11 -0.66 ,168,41,59,57,11
-0.58 -8.86 -1.69 -1.38 ,0.38 -4.88 ,25,147,83,183,75
-0.80 -11.06 2.21 -0.98 ,0.07 4.11 ,159,117,30,18,80
0.20 -7.72 -1.02 -1.33 ,-0.36 -3.24 ,180,143,153,28,89
0.51 2.27 4.68 -2.38 2.09 -0.04 -0.40 -1.38 ,0.71 2.30 -1.60 ,177,91,121,185,38
0.59 -9.62 2.11 -4.38 -1.37 ,-0.12 -3.23 ,74,153,184,100,65
-9.34 1.36 -0.13 ,-2.25 ,42,114,14,85,58
0.83 4.64 2.59 2.63 0.46 0.93 -0.08 -2.05 -2.15 ,-0.74 1.70 ,124,67,156,181,23
-0.25 2.92 3.27 1.26 -3.00 1.55 -0.28 1.60 -1.35 0.30 -1.24 -0.65 ,0.58 -0.85 2.38 -0.40 ,12,69,76,146,19
0.71 0.23 0.16 0.55 0.43 -0.45 ,0.18 ,32,145,36,164,11
-0.77 7.59 -2.14 -1.72 1.78 -0.10 -1.03 ,0.07 2.21 1.22 ,155,101,44,23,39
-0.59 -3.13 2.08 1.53 0.10 1.08 ,1.87 ,156,38,168,116,38
-0.86 1.66 3.39 -0.23 -3.37 1.62 -0.55 -0.07 1.73 1.29 -0.65 ,0.67 0.78 ,85,65,81,22,19
7.92 -0.10 0.21 ,-0.88 2.63 ,126,65,180,84,86
-0.94 9.62 -1.15 ,-2.05 ,8,116,182,145,94
-0.18 -0.46 3.34 4.72 0.21 -1.85 0.71 -0.05 -1.54 -0.06 -2.59 2.03 ,-1.26 3.72 -0.49 0.47 ,157,144,35,23,24
-3.75 -6.49 -0.96 ,-3.94 ,53,71,144,101,93
7.69 -0.56 -1.50 ,3.83 ,175,184,45,17,94
-0.50 -7.55 -1.63 -1.08 -1.46 ,-1.01 2.69 ,133,154,109,116,64
-0.40 -0.77 -5.14 -3.30 -2.78 1.02 -0.52 -2.63 2.23 -1.38 ,-0.36 -0.86 -2.21 -1.35 ,21,111,115,29,31
1.65 0.27 -0.57 ,-0.36 -3.94 ,73,108,61,13,93
0.39 6.33 3.45 -4.10 1.08 ,-0.59 -3.23 ,4,183,123,5,63
-0.69 -1.90 -3.30 1.90 1.78 1.93 -1.64 ,0.38 ,41,1,63,161,34
0.28 -8.56 -3.28 1.85 1.49 3.07 ,0.10 -0.55 ,35,19,89,177,43
3.56 4.49 -0.20 2.70 -0.45 0.65 ,-1.05 2.42 0.35 ,149,24,76,35,20
0.00 -5.73 3.08 -2.70 -0.53 0.62 1.02 ,-1.28 -2.43 -1.37 ,107,158,110,116,36
0.39 -1.01 2.39 3.55 0.83 -0.79 -0.61 0.04 1.60 0.24 1.73 -1.22 1.54 -2.00 ,-0.52 2.44 -0.01 -1.58 ,27,34,56,39,19
-0.58 -9.30 -2.11 -3.66 -0.78 ,-0.69 -3.53 ,46,121,17,18,61
-0.37 -0.05 -2.46 -1.51 -1.17 -1.78 -0.26 -0.20 -0.44 -0.06 -0.62 0.15 0.50 -0.67 -0.01 -0.39 -1.18 -1.37 -1.75 1.57 -0.77 ,-0.68 0.78 0.45 -1.30 -0.76 -1.07 0.46 -0.40 -0.35 -0.98 0.13 -0.16 ,41,136,187,96,8
-0.51 7.51 -2.83 -0.71 -1.09 1.28 -1.00 ,-1.30 -1.95 -0.34 ,146,153,51,72,41
-0.29 10.47 2.91 1.13 ,0.69 2.97 ,98,91,41,66,82
0.28 -0.81 6.76 2.60 -1.67 0.14 0.18 0.73 ,-1.01 2.32 2.08 ,96,22,40,134,39
0.64 -7.34 2.05 -0.94 -1.60 1.28 0.58 ,-0.88 -2.19 1.27 ,82,68,155,126,41
1.08 10.94 2.18 0.51 ,-3.72 ,60,74,17,26,83
1.58 -2.22 -0.23 ,2.92 ,171,79,23,81,90
-0.04 0.11 0.04 -0.11 -0.28 -0.59 -0.77 0.64 -0.17 -0.47 -2.06 -0.81 0.00 -0.42 -0.25 -0.65 -0.05 -1.15 0.00 -0.49 0.27 0.08 -0.87 -1.03 0.34 0.47 -0.09 -0.55 -0.61 0.09 0.26 -0.17 -1.05 -0.16 -0.60 0.21 -0.86 -0.78 0.29 -0.24 0.14 -0.37 -0.23 -0.73 -0.20 0.77 -0.14 -0.38 0.54 0.14 -0.60 0.01 -0.40 -0.66 -0.96 0.20 -0.30 -0.04 0.93 0.19 -0.26 0.06 -0.35 -0.50 ,-0.33 -0.47 -0.35 0.24 -0.32 -0.42 -0.02 -0.28 -0.63 -0.16 -0.13 0.13 -0.79 -0.33 -0.27 0.80 0.66 -0.95 -0.31 -0.14 -0.57 -0.25 -0.65 -0.10 ,158,165,157,127,3
-0.43 -4.34 5.83 -3.82 -2.01 -0.30 -1.46 1.50 ,-0.20 -2.51 -1.64 ,133,162,159,84,36
-1.52 5.97 -1.84 ,3.42 ,162,56,165,131,83
-4.01 -5.12 -0.75 -2.48 0.38 ,0.49 0.94 ,156,132,168,152,51
-1.38 7.95 -2.73 -0.79 -2.54 -1.23 ,0.22 -2.52 ,11,178,60,76,40
-1.02 -0.52 0.25 ,-0.70 ,135,61,169,48,59
-0.15 -5.03 4.34 -1.90 -0.41 ,0.91 -4.36 ,77,121,158,162,71
-0.46 0.71 -2.69 3.06 -2.30 0.71 1.58 -0.24 -2.73 -0.11 -0.41 0.28 -0.54 0.94 0.35 ,-0.60 -0.19 1.07 0.52 ,153,184,10,119,19
7.99 -0.16 -1.80 ,0.39 ,189,39,120,3,78
0.10 0.18 -4.11 4.37 0.68 -1.16 0.79 -0.26 0.73 -2.46 1.75 ,1.04 0.55 1.57 ,97,47,17,180,27
-0.58 -9.12 -0.63 1.10 ,0.22 -4.45 ,114,92,188,46,72
0.13 -7.38 4.44 -3.40 -0.86 -0.30 ,-1.56 -1.77 ,85,132,164,170,52
0.35 -7.16 3.68 -0.54 ,4.71 ,126,151,9,173,73
0.47 9.79 -3.11 0.44 ,-0.88 -2.92 ,67,150,184,115,79
2.03 -6.56 -3.42 -0.62 0.20 ,-1.22 -2.13 ,14,155,134,127,54
1.58 -8.59 1.82 0.24 ,-0.50 3.24 ,155,117,65,1,73
-0.15 -0.61 0.61 -0.24 -1.98 -1.58 3.05 -0.48 0.01 2.48 -0.67 -1.52 1.25 -0.25 -0.10 0.25 2.68 -1.07 -2.46 -1.17 1.44 0.33 ,-0.75 0.18 1.65 -0.05 0.36 1.37 -0.24 ,135,10,6,179,13
-0.81 7.83 2.14 3.64 -1.17 ,0.22 3.27 ,118,6,12,141,67
0.21 10.31 -2.49 0.51 ,-0.60 3.42 ,131,192,11,88,83
-0.08 9.35 1.63 -1.27 ,2.25 ,158,104,186,97,57
5.81 2.40 ,2.88 ,122,10,68,8,55
0.59 9.14 -1.34 1.34 ,0.02 3.06 ,71,73,28,72,85
-0.15 -0.71 4.31 -4.30 -2.45 -0.75 1.41 -1.24 ,-0.77 ,52,149,92,184,24
-0.28 0.92 -2.99 2.92 1.00 -0.14 1.55 0.58 -2.49 1.85 ,0.07 ,126,166,36,188,23
0.20 -1.71 5.93 -0.18 -0.10 -0.78 -0.37 -1.52 1.08 ,0.06 -0.86 -2.21 -1.35 ,95,171,175,23,31
-5.18 0.92 0.98 2.49 -0.67 ,1.52 ,49,95,31,113,29
9.32 -2.08 1.05 ,-2.82 ,29,144,6,98,84
-1.38 10.26 -2.71 3.24 0.68 ,0.39 -3.52 ,29,63,59,15,62
0.10 7.80 -0.96 1.10 ,0.06 3.64 ,96,32,39,111,93
-0.38 3.64 -3.80 -2.23 1.40 -1.84 -0.68 ,1.02 2.58 ,139,116,129,179,43
-0.57 0.26 -1.66 1.98 0.66 -0.03 2.42 -1.51 -2.53 0.19 -0.10 0.12 -0.52 -1.44 ,-0.68 1.59 -1.35 0.36 ,53,190,85,105,11
3.55 6.78 2.19 0.29 ,-1.26 4.63 ,161,171,141,154,74
-0.50 0.15 4.82 0.05 -0.11 2.71 -1.11 1.14 -1.38 ,0.56 1.91 1.05 ,136,60,94,173,31
-0.15 0.53 -4.72 5.49 0.34 -1.68 -0.97 -0.13 0.64 -1.47 1.67 ,-1.28 0.45 0.38 1.24 ,114,28,46,119,28
