-0.10 -0.14 0.82 -0.39 -0.05 -1.02 0.62 -0.75 1.70 -1.83 -0.55 0.12 0.52 -1.84 -0.44 -0.10 -0.15 -0.56 -0.92 1.53 0.99 -0.86 0.14 -2.12 -2.83 -1.24 1.39 -0.89 0.55 0.23 -0.24 -1.15 -0.51 0.37 0.02 -0.23 -0.30 -1.93 0.64 0.25 -0.58 ,0.00 0.02 -1.35 -0.93 1.00 -2.97 -0.35 -0.56 -2.27 1.00 -0.28 0.06 ,137,14,64,154,6
-0.41 -2.54 -5.98 -2.11 -0.16 -1.95 ,-6.25 0.31 ,18,40,38,93,39
0.76 -5.88 0.61 ,6.10 ,148,53,86,23,81
2.10 -1.52 4.38 -1.08 3.63 ,-3.03 2.79 ,154,140,32,87,61
-0.34 -1.02 -0.01 -2.07 1.52 6.81 -1.20 -0.79 -1.80 -2.64 -0.08 ,-1.08 -4.22 -1.68 0.89 ,77,64,53,91,27
0.80 -6.13 -2.62 ,-6.91 ,164,132,28,93,96
-0.32 0.44 -1.51 -2.62 -1.86 0.92 0.03 0.21 -1.81 1.94 -4.68 0.92 -2.30 -1.02 0.51 -1.17 0.09 -1.32 -1.35 1.20 -1.33 ,-0.20 2.12 -0.58 -2.10 0.43 -1.17 -0.47 ,96,161,166,112,13
-1.42 -5.91 -1.22 2.27 -1.65 0.77 -0.94 ,1.63 ,61,179,1,186,17
-0.21 3.08 0.98 3.14 ,-7.07 ,28,111,16,84,70
6.28 -1.24 ,-6.90 ,162,1,190,40,85
-0.36 -2.71 -0.45 0.46 0.22 -1.25 3.05 -0.10 1.07 -0.97 0.70 ,-0.08 -1.56 0.44 1.50 -0.44 ,186,155,95,75,17
-0.80 0.20 0.35 0.96 -0.32 -1.46 ,-5.83 -2.76 ,61,158,189,142,47
-0.79 -0.03 5.92 -1.57 ,-0.20 -7.78 ,20,183,109,31,90
