0.74 0.85 1.13 -0.03 1.80 -0.40 -2.06 -3.61 -2.09 -1.65 ,-4.99 1.48 ,61,107,93,1,28
0.01 -3.88 -2.92 1.22 -1.74 ,-4.39 -2.82 ,80,123,164,93,69
-2.46 -3.99 2.16 ,-7.49 ,150,172,22,6,96
-0.02 -0.73 1.22 -0.33 2.49 -0.17 -0.01 0.45 0.13 -0.44 0.34 0.37 0.18 0.09 0.35 -0.89 -1.18 -0.64 1.61 -1.35 -1.79 2.12 0.11 -0.74 -1.27 0.19 ,-0.61 -0.86 -2.77 -0.91 3.06 -1.75 -0.86 1.38 -0.02 ,73,88,148,145,10
2.89 -0.47 1.50 3.16 2.18 -3.35 -0.48 ,0.70 -6.27 -0.25 ,111,123,126,42,41
1.77 1.86 -0.94 -2.43 ,-4.03 ,143,186,49,23,72
-2.03 -0.79 0.14 -1.75 0.77 -2.31 2.59 -1.94 1.15 ,3.66 4.29 -2.36 ,166,1,77,129,27
-2.16 1.79 2.00 0.17 -4.16 -0.95 ,-5.08 -1.72 ,116,139,157,149,48
-0.10 0.44 1.53 -1.79 -0.04 -0.66 0.16 -1.62 ,0.38 -5.28 ,105,75,87,13,33
2.42 3.47 0.24 2.05 ,-1.19 -6.67 ,150,159,85,50,82
1.62 1.51 -2.26 0.29 -0.52 1.54 ,0.26 -6.19 0.32 ,77,62,183,25,39
0.84 1.13 2.79 -2.91 -3.19 -1.66 ,3.57 1.01 ,72,122,80,120,31
-2.19 -1.75 3.05 0.77 0.76 ,-3.21 3.66 ,154,190,104,90,63
0.29 1.04 -0.64 -1.24 -0.27 -1.69 0.62 1.38 -0.14 2.89 -0.77 -1.44 ,2.13 1.51 0.52 ,173,129,121,99,23
1.79 -0.33 2.65 ,,91,171,51,168,85
0.36 3.35 -0.70 1.65 0.19 -4.18 -0.87 ,4.17 1.07 ,66,28,62,54,45
-3.13 -0.99 -2.08 0.01 1.25 ,-0.56 8.46 ,87,9,137,119,56
