-0.32 -0.06 -0.62 0.55 -0.11 0.35 -0.49 -0.21 -1.22 0.06 0.07 -0.47 0.33 -0.08 -0.38 -0.11 0.27 -0.14 -0.29 -0.15 -0.50 -0.19 0.02 0.01 0.03 -0.58 0.31 0.70 0.74 0.10 -0.24 0.20 0.14 0.34 -0.22 -0.33 -0.10 -0.16 -0.35 -0.12 -0.39 -0.61 -0.16 -0.01 0.50 -0.01 0.35 -0.23 0.20 -0.68 -0.24 -0.20 -0.35 -0.79 0.09 -0.74 -0.25 -0.21 -0.40 0.42 1.14 -0.32 0.41 -0.13 -0.07 -0.44 -0.10 0.31 -0.83 -0.41 -0.38 -0.51 -0.74 1.29 -0.55 -0.03 -0.20 -0.03 -0.23 -0.12 0.16 -0.40 -0.16 ,0.10 -0.39 0.53 1.20 -0.87 0.50 0.06 -1.51 -0.78 1.19 -0.26 0.27 -0.43 0.04 -0.39 -0.14 0.72 -0.41 0.68 0.34 0.96 0.11 -0.19 -0.22 -0.09 -0.28 -0.20 -0.39 -0.67 -0.72 0.31 -0.30 0.15 -0.16 -0.37 0.15 -0.30 -0.12 -0.30 -0.16 0.00 ,33,144,181,156,2
-2.29 6.79 -1.69 0.02 -0.45 -1.77 -0.42 -0.95 ,2.54 2.03 1.03 0.07 ,52,101,85,109,21
3.31 -3.91 0.02 ,2.02 ,12,121,87,125,65
0.75 -4.76 2.86 -0.45 ,-1.02 1.82 ,109,84,148,37,50
1.93 -0.39 -3.14 -1.37 -0.73 ,-4.43 1.21 ,38,189,113,25,59
5.97 0.86 -5.51 -1.09 -0.72 ,-5.13 2.26 ,45,37,85,48,54
0.02 -8.16 -1.86 4.49 -3.13 1.90 0.47 ,-2.01 -1.57 ,36,75,79,134,42
-0.02 -5.65 -2.56 ,-2.13 ,18,127,73,109,89
-0.49 -6.63 5.88 -3.02 ,-2.14 ,184,171,191,107,89
7.28 -3.63 0.22 -1.78 ,-3.17 0.68 ,37,98,112,36,75
-0.75 2.16 5.40 -0.12 -0.94 -1.33 -1.00 0.48 2.59 0.41 1.03 0.17 -0.52 0.34 -1.30 -1.37 0.75 -2.21 0.55 -0.70 0.77 -0.39 ,-2.86 -1.22 -1.94 -0.02 -0.34 ,134,158,114,84,11
5.67 -7.52 -2.64 ,-2.83 ,41,37,86,3,95
0.42 6.11 -3.07 1.09 -1.36 ,-4.27 2.01 ,55,102,101,51,70
-0.05 6.32 -1.44 -3.30 -1.97 0.42 ,5.75 3.24 ,74,63,114,80,51
-1.14 -4.93 5.92 2.81 ,-0.90 1.48 ,97,16,12,110,92
8.09 1.37 4.94 -1.25 -1.52 ,-2.84 -0.34 ,165,158,170,13,64
-8.39 0.54 -2.44 2.44 ,4.41 -2.93 ,189,146,43,137,73
-0.15 -2.72 -4.80 -1.12 -0.27 -2.18 -0.05 4.02 0.59 0.11 -1.53 ,1.89 2.28 -0.28 -3.01 -0.39 ,155,49,107,187,22
-0.02 -7.24 2.80 -0.80 0.00 -0.87 -0.20 0.72 0.09 -0.81 0.15 1.93 0.72 -1.23 -0.92 -0.55 -0.19 -0.52 -0.16 -0.63 0.63 0.56 1.26 ,0.31 1.74 -1.58 -0.47 -1.02 3.55 -0.35 ,157,94,93,11,8
-6.96 0.41 -1.28 4.67 -0.43 1.03 0.74 ,0.31 4.01 -0.31 ,125,113,26,127,40
0.19 -0.87 -5.66 1.16 -1.72 2.12 0.97 -2.30 -0.87 -1.06 -0.99 -0.90 1.94 0.75 ,0.55 1.66 0.66 0.05 0.10 ,41,65,71,182,15
-0.15 0.02 -1.81 0.57 -0.32 3.36 -2.02 0.37 -0.64 -0.71 -0.26 -0.01 0.71 0.05 -0.89 0.22 0.51 -1.08 -1.72 0.47 -2.17 0.14 -1.93 -1.19 -0.77 0.09 -0.18 -0.94 0.33 0.95 -1.59 -0.05 0.89 0.55 0.71 0.24 1.30 -0.42 -0.06 0.20 -0.07 ,-0.68 1.71 -0.77 -0.11 0.94 -0.29 -2.08 -0.05 0.22 0.11 -0.24 ,161,15,4,23,5
8.10 -1.52 0.20 -4.20 -0.47 -1.20 ,-2.66 0.03 -0.50 ,4,89,160,38,39
-1.15 5.41 1.78 ,2.31 ,138,9,156,99,72
-7.38 -2.04 -4.69 2.24 ,5.13 -2.42 ,43,18,14,178,72
-2.29 -3.62 -0.16 -1.02 0.39 -0.10 -2.56 -1.36 -1.30 0.52 1.02 -0.68 2.25 -0.22 ,2.24 -1.17 -0.22 0.06 ,169,94,160,172,20
0.88 0.40 0.29 0.06 -0.46 0.66 -1.98 0.61 0.07 -1.60 -0.70 0.44 -1.04 0.07 -0.39 ,-1.02 -1.53 0.76 -0.47 2.44 -0.44 -0.67 ,110,165,89,35,14
-0.25 -7.33 1.89 1.43 1.95 -0.45 0.12 ,4.30 -2.81 0.30 ,95,24,68,171,34
-0.15 0.28 -0.79 -0.36 -0.57 -0.65 -0.26 0.28 0.26 -0.42 -0.91 -1.26 -4.99 -1.78 -1.47 2.54 0.96 -0.63 0.19 0.13 -0.73 1.14 0.53 0.23 -0.24 -0.33 -0.35 0.73 -0.20 -0.14 -0.32 -0.20 0.07 0.31 -1.17 0.05 0.81 -0.46 -0.49 0.47 -0.50 -0.06 -0.50 -0.44 -0.64 -0.33 -0.37 -0.87 -0.30 -0.25 0.22 0.35 0.17 0.73 0.49 0.16 0.24 -1.05 -1.16 0.39 0.54 0.46 -0.26 0.47 -0.11 -0.39 0.01 0.30 -0.25 0.86 -0.14 0.11 0.10 -1.34 0.20 -0.31 0.10 0.22 0.00 -0.26 -0.47 -0.38 -0.16 0.36 -0.02 -0.30 -0.55 -0.24 -0.04 -0.10 -0.09 -0.12 -0.46 0.10 -0.14 ,0.49 -0.03 0.68 0.20 -0.34 -0.76 0.42 -0.32 -0.07 0.96 2.74 -0.66 0.39 0.02 -0.68 -0.57 0.13 0.60 -0.37 0.11 -0.98 -1.26 -0.41 -0.11 -0.21 -0.02 -0.10 0.09 0.37 0.42 -0.61 0.00 -0.45 -0.14 0.07 -0.45 0.00 -0.18 0.00 -0.14 -0.30 ,144,13,89,160,2
7.14 0.11 4.39 -2.54 ,-1.02 0.24 ,69,92,180,6,72
0.42 5.94 -2.41 -1.80 1.95 0.54 -2.38 -1.29 ,-2.42 -1.56 -0.19 ,50,179,36,35,38
6.53 0.35 -3.37 4.17 2.78 -0.75 ,3.90 -2.67 ,41,8,131,121,45
-0.75 6.04 6.19 -2.98 ,-2.19 -0.46 ,81,125,116,9,89
-7.64 1.04 3.65 2.02 -0.53 ,3.71 -2.10 ,131,75,41,33,55
-0.15 -6.95 1.40 -3.27 -2.23 4.76 ,5.00 -1.57 ,138,1,58,35,42
