-0.46 -0.27 -0.30 -0.03 -0.32 -0.45 0.30 -0.63 -0.40 -0.23 0.47 ,-0.14 0.03 -0.39 0.23 0.04 -0.05 -0.65 -0.54 0.19 0.05 ,28,170,67,154,2
1.23 -0.51 -0.26 0.56 ,1.63 1.37 -2.60 0.98 ,30,188,14,135,11
2.64 -2.66 0.34 -3.90 -5.16 -0.70 ,1.98 -0.30 ,160,119,114,176,51
-0.15 -0.17 -0.38 -0.52 -0.04 -0.61 -0.44 -0.56 -0.91 1.03 0.20 0.22 -0.10 -0.47 0.77 -0.19 -1.10 0.12 -1.06 0.08 -0.34 0.30 0.34 -0.57 0.16 0.00 -0.31 0.00 -0.17 -0.08 0.07 -0.08 -0.25 -0.24 -0.07 -0.12 -0.12 -0.19 -0.23 -0.35 -0.09 -0.13 0.22 0.24 -0.78 0.46 -0.02 -0.03 0.32 0.65 -0.16 0.20 -0.14 -0.80 -0.78 -0.01 0.03 -0.49 -0.11 0.24 0.09 -0.98 0.32 1.23 -0.25 -0.23 -0.42 -0.44 0.24 0.21 -0.23 -0.23 0.43 -0.15 -0.16 -0.11 0.12 -0.11 -0.08 0.03 0.45 -0.06 -0.52 -0.38 0.29 0.35 1.83 0.42 -0.40 -0.30 -0.23 -0.72 0.03 -0.45 -0.31 -0.39 -1.12 -0.21 -0.21 -0.03 -0.30 -0.03 0.17 -0.40 0.41 -0.15 -0.04 ,0.12 0.24 0.05 0.22 0.00 0.84 0.31 1.60 -0.94 0.38 0.12 0.10 -2.13 0.11 -0.36 -0.64 -1.01 0.61 -0.31 -0.08 -0.65 -0.15 -0.12 -0.50 0.05 -0.30 -0.18 -0.03 -0.20 -0.15 0.01 -0.11 -0.25 0.04 -0.46 0.38 ,62,122,86,68,2
2.09 -2.09 -4.66 -2.95 -0.49 ,-0.38 2.42 ,175,13,130,164,63
-0.31 -1.40 -0.18 0.75 0.94 1.57 0.68 -1.12 -0.08 -0.66 1.54 ,-0.98 -2.35 0.22 ,53,62,183,2,26
-2.13 0.99 0.57 2.82 1.39 -0.24 4.38 0.66 ,-4.69 0.05 ,128,183,141,13,33
1.23 -2.65 -3.28 -0.75 -4.11 -0.09 ,4.29 -0.37 ,192,49,60,114,49
-0.14 0.91 -0.60 -0.03 0.12 ,0.17 -0.42 ,37,190,57,164,3
-1.32 -1.34 -0.03 -2.18 -0.42 0.26 -0.91 -2.43 0.13 -3.66 -1.33 -0.26 0.02 0.31 -0.23 -5.24 0.45 0.03 -0.64 ,-1.01 1.59 -3.14 2.67 0.67 0.17 -0.26 ,79,64,66,102,13
-0.71 1.49 -1.35 -3.60 ,-0.83 -4.94 ,52,106,71,36,77
-1.86 1.07 0.81 3.04 -1.06 4.40 0.25 ,-5.09 -0.12 ,33,108,179,88,41
-0.21 3.10 1.05 0.16 0.04 5.02 -0.92 -0.02 -4.68 0.47 ,0.78 -6.28 -0.09 ,37,52,178,106,29
-1.58 0.28 0.50 0.62 2.05 -1.24 -0.48 4.19 0.89 ,0.08 -4.67 0.29 ,17,192,107,51,32
0.06 0.96 -3.63 ,-0.43 -3.78 ,76,141,28,46,87
1.16 -0.48 0.17 -1.40 0.19 0.34 -2.90 0.07 0.37 1.05 0.13 -0.29 4.58 1.04 -0.55 -0.68 ,-0.43 0.95 3.76 -0.83 -0.87 -0.44 ,141,87,167,158,14
0.01 -1.50 0.48 0.23 -0.16 0.49 -0.79 -1.10 0.70 -1.29 -0.93 -0.51 0.51 -0.40 0.39 -0.15 1.18 1.03 -0.05 -3.83 -0.03 -0.12 -2.35 0.51 -0.03 1.30 -0.09 -0.24 0.03 -0.55 -1.14 -3.54 -1.29 1.19 0.17 0.18 -0.56 0.01 -0.63 ,-1.70 1.22 0.38 2.72 0.11 -1.43 0.86 -0.07 0.31 -0.83 -0.66 -0.53 ,182,78,63,112,6
-1.53 1.16 4.24 -3.71 ,0.26 -4.40 ,102,179,191,175,81
1.23 -2.07 -1.03 -2.97 -1.35 -0.65 -4.23 -1.51 ,-1.90 6.09 0.66 ,150,41,94,102,34
-0.06 -1.94 1.93 0.06 2.73 -1.47 0.16 -3.56 -0.28 -1.02 ,-0.65 -2.10 -0.59 ,8,21,95,94,31
-0.21 1.76 3.11 -4.77 ,-3.72 ,134,176,38,22,86
-0.75 0.03 -0.07 -1.17 ,-2.59 2.22 -1.01 ,179,20,126,12,13
0.07 3.39 1.70 0.60 3.61 0.06 0.38 -0.03 1.30 ,2.96 -3.33 -2.29 -1.25 -0.53 ,69,18,192,33,15
1.16 -1.24 0.87 -2.52 1.01 -0.64 0.46 0.77 ,2.10 6.12 ,140,172,58,113,28
0.41 -1.72 -4.61 3.45 ,-0.44 4.49 ,184,30,74,160,80
-0.31 -1.79 0.53 -0.43 -0.51 0.98 -0.53 0.61 -0.02 -0.06 2.89 -0.64 0.91 -0.90 -0.13 -0.05 0.62 1.62 2.02 -0.33 0.69 -0.26 -1.17 ,0.45 -1.83 -0.30 -1.44 -1.25 -1.28 -0.42 0.33 ,27,112,114,25,13
-2.94 1.42 0.94 4.94 -0.45 3.58 -0.21 ,-0.43 -1.58 0.26 ,96,164,100,110,39
2.50 -1.81 -1.08 -0.50 -1.34 -1.76 -1.19 -1.45 1.29 -1.36 ,0.13 -1.18 4.55 0.18 ,160,48,168,182,25
-1.46 -1.55 1.17 -0.78 -2.41 1.56 0.67 -4.83 -0.27 1.16 ,-0.75 1.55 2.59 -0.06 ,116,87,92,110,30
-0.55 -0.42 -0.43 -0.31 -0.75 0.53 0.12 -1.06 -0.08 0.00 -0.31 0.00 -0.17 -0.08 -0.22 -0.25 0.08 0.12 -0.07 0.05 0.13 -0.75 1.01 -0.02 -0.03 0.65 -0.16 -0.88 0.05 -0.78 -0.01 -0.11 0.24 0.09 -0.95 -0.23 -0.42 -0.44 -0.01 -0.28 -0.30 -0.15 0.12 -0.11 0.22 -0.21 -0.44 0.26 -0.71 -1.77 0.50 0.00 0.28 0.18 0.49 -0.01 -0.64 -0.53 0.12 -0.15 -0.39 -0.09 0.14 -0.45 0.30 -0.43 -0.15 -0.13 0.16 -0.19 -0.08 ,0.12 -0.01 0.00 -0.18 -0.11 -0.54 -0.35 -0.21 0.35 -0.23 -0.20 -0.42 -0.38 -0.64 -1.01 0.39 -0.19 -0.29 -0.49 -0.39 -0.56 -0.30 -0.03 0.30 -0.25 -0.12 -0.46 0.38 ,53,48,144,45,2
-1.32 -2.72 1.19 -2.80 -1.04 -4.02 0.36 ,-1.16 3.55 -0.72 ,110,122,35,111,42
-1.46 2.22 3.94 3.40 ,1.60 -6.36 ,122,180,101,101,74
-0.21 -0.31 4.08 -3.65 ,-3.83 ,106,181,67,60,94
0.17 0.82 0.19 0.06 -1.23 -0.13 -0.11 -0.37 -0.92 -0.24 -0.98 -0.35 -0.70 -0.35 -0.07 -0.71 -0.34 -0.26 0.05 0.41 -0.96 1.11 0.30 0.03 -3.47 -0.46 -0.05 1.11 0.24 -0.39 -0.15 0.24 -0.61 -0.03 -0.60 -0.08 -0.21 -0.08 -0.08 0.89 -1.05 -1.56 -1.23 0.43 0.08 1.09 -0.61 -0.17 -0.53 -0.73 -0.44 -0.48 ,-0.42 -0.38 -0.54 -1.80 -1.18 0.57 1.74 0.11 2.11 -0.83 -0.41 0.01 0.93 0.13 0.59 -0.55 -0.36 -0.27 -0.50 ,138,38,78,143,5
-1.62 2.53 3.78 4.52 ,-1.80 -5.71 ,96,111,91,56,70
0.69 2.88 3.16 -4.68 -0.05 ,-2.00 -3.33 ,87,175,186,148,53
2.07 -2.66 -3.72 -3.27 0.84 ,-0.75 3.50 ,39,3,8,155,60
-2.37 3.07 -4.94 -0.07 -3.03 ,0.53 5.84 ,18,27,68,105,66
0.17 -1.50 -1.36 2.33 -1.69 -0.43 3.20 -0.14 ,-0.92 -0.48 ,128,90,126,103,32
-2.37 4.05 2.57 3.22 ,0.36 -3.63 ,26,108,118,71,89
-0.24 -1.46 -0.87 1.00 -0.16 0.49 1.07 -1.00 0.21 -0.21 -0.17 0.52 -0.07 0.30 -0.02 -2.02 0.72 2.60 -0.19 2.50 -1.19 -0.40 -0.92 0.07 0.08 -0.09 -0.07 -0.48 -0.45 1.73 3.55 -1.35 0.70 -0.27 0.74 0.08 ,-0.75 -0.03 1.55 0.67 -1.39 0.03 -3.01 -0.64 0.99 -0.85 -0.94 0.00 0.22 -0.07 ,92,159,134,47,7
1.22 0.11 -1.15 0.27 -2.32 -0.40 -0.67 -0.75 -0.81 -3.88 1.13 0.92 ,0.68 4.98 0.73 -1.03 ,112,89,71,111,22
-1.66 -0.06 ,-1.36 ,153,5,153,68,48
2.52 2.97 -4.80 2.11 -1.05 ,-2.28 0.17 ,35,53,42,62,49
