1.67 -0.46 -2.06 3.23 ,0.49 -7.49 ,157,70,31,69,77
0.82 -5.33 1.64 -0.39 1.15 -0.82 1.80 -2.60 0.41 ,-0.29 -6.48 -1.05 ,111,127,113,103,33
0.11 -4.24 -0.79 -0.95 ,5.95 ,156,68,81,14,88
-0.21 2.96 0.52 -1.92 -0.38 -1.39 ,2.66 4.49 ,1,66,97,142,55
-1.14 3.97 -1.40 0.92 0.89 -0.50 0.33 -1.47 -1.52 -1.36 0.93 -0.77 0.01 -1.67 0.23 1.88 2.12 -1.34 0.02 -0.28 ,-1.02 2.06 -1.45 -4.56 -0.13 -0.86 -0.01 ,174,24,26,192,14
-0.14 -0.39 0.34 -0.32 2.00 -0.83 -2.05 -0.46 0.12 -0.17 -0.27 -0.91 0.05 0.22 -0.38 -0.28 0.20 0.18 -1.35 0.10 -0.14 -1.19 -0.46 -0.52 -0.54 -0.60 -0.75 0.56 0.03 -0.09 -0.14 -0.47 -0.15 0.05 -0.83 -0.32 -0.13 1.64 0.39 1.63 -0.34 1.10 0.97 0.00 -1.32 -0.55 0.08 -0.01 -0.33 0.24 -0.04 -0.40 -0.30 -0.12 -0.08 ,-0.33 -0.07 0.16 0.06 0.65 -0.85 -2.05 -0.57 0.56 -0.86 -1.66 -2.76 0.67 -0.01 -0.24 0.12 -0.97 -0.46 0.45 -0.27 -0.45 ,85,42,27,107,4
-3.56 -1.05 1.40 -3.95 ,-0.39 8.04 ,95,158,152,56,74
-1.37 1.97 -0.84 -0.42 -1.72 1.41 -0.44 -2.74 3.49 -0.29 -0.22 ,-0.70 -2.10 -3.89 0.96 ,169,33,69,159,27
1.29 0.44 0.07 -1.28 -2.83 0.48 -2.01 -2.58 -0.38 ,-0.10 -3.58 2.51 0.04 ,118,94,112,77,21
0.86 -1.48 -0.54 ,6.42 ,12,161,40,172,72
-0.25 2.05 -0.26 -0.92 0.38 -2.46 4.46 0.36 ,-0.16 -2.01 -1.21 ,133,129,178,164,38
