1.12 2.01 -0.21 0.35 -0.56 1.69 -1.26 -1.23 -0.52 0.30 ,-0.09 ,17,55,39,95,20
-0.14 -0.13 0.00 -0.25 0.39 0.96 -1.03 1.55 -0.70 -0.78 -0.75 -0.25 -0.46 -0.26 0.14 -0.84 0.95 -0.48 0.30 0.77 0.14 -0.33 0.44 -0.29 -0.21 -0.09 0.50 -0.20 -2.98 -0.28 0.15 0.14 0.21 -0.05 0.02 0.21 0.15 -0.52 -0.57 -0.33 -0.37 -0.03 -0.10 -0.03 -0.83 -0.71 -0.08 -0.14 -0.19 -0.08 0.02 -0.06 0.04 0.81 -0.72 -0.80 -0.18 -0.27 -0.34 -0.18 0.34 0.61 -0.54 -0.50 -0.25 0.34 -0.12 0.45 -0.44 -0.08 0.95 -0.34 0.78 -0.78 -2.11 ,-0.09 ,185,58,123,155,3
-0.41 1.57 0.18 -3.14 0.45 0.61 -1.13 0.86 -0.11 0.91 -0.73 0.40 -0.93 -1.78 -0.89 0.34 -1.42 0.88 -3.05 ,-0.09 ,129,66,21,12,13
0.72 -3.17 -2.38 -4.07 ,,169,59,160,82,14
-2.35 -4.29 -0.89 0.20 -1.07 2.50 0.49 -0.01 2.85 ,,6,1,134,4,29
1.12 1.69 -3.96 -3.23 ,-0.09 ,103,75,55,85,91
-0.64 -1.96 3.69 2.96 ,-0.18 ,91,140,170,50,91
-2.65 -3.41 3.28 1.86 ,,110,144,184,7,74
-5.76 -3.80 -0.10 3.84 ,,68,108,90,76,82
2.47 2.97 -3.03 ,,80,134,33,142,47
-0.32 -2.27 -1.70 1.99 ,,161,100,161,9,48
-1.82 0.77 -1.54 0.73 1.44 0.85 ,,2,140,154,91,51
3.49 3.56 3.52 -2.39 ,,90,120,80,94,71
-0.41 -3.37 0.14 3.46 ,-0.09 ,6,43,100,110,95
0.14 -0.62 4.20 ,-0.18 ,38,129,10,151,58
3.91 -1.29 -1.94 1.89 -1.30 -3.43 ,,95,179,110,135,34
-2.65 -2.05 1.31 -2.23 -0.65 1.39 ,,165,123,151,97,36
3.23 2.72 1.31 0.91 -0.03 0.75 0.48 -4.00 ,-0.18 ,77,21,160,138,31
1.24 -2.96 -2.66 3.16 2.54 ,,2,10,24,45,64
-2.56 0.36 -3.15 ,,132,55,11,181,96
1.43 -1.19 -2.30 ,,143,44,183,102,77
-2.05 0.24 -2.16 0.88 2.42 1.25 ,,18,183,176,63,52
2.63 1.08 4.42 1.82 -1.77 -1.88 0.36 -2.96 ,-0.09 ,108,9,34,184,36
4.85 3.27 -1.48 -2.40 ,,128,152,35,188,66
0.37 4.44 2.97 1.58 -1.50 -3.15 ,-0.09 ,134,47,180,151,41
-2.58 -0.77 -2.04 0.79 2.13 1.49 ,-0.09 ,12,83,56,15,53
-5.97 4.02 -2.10 2.81 2.29 ,,153,146,93,9,57
