-0.96 -1.17 -3.71 0.77 -0.20 -2.25 -1.80 -0.23 ,-2.09 1.89 -0.05 ,76,54,4,105,34
0.02 5.80 -1.01 -2.52 0.81 ,3.98 ,38,94,63,176,64
-0.60 5.74 -0.39 -0.72 ,2.62 ,127,19,45,13,89
-0.92 -0.31 1.48 -4.38 -1.27 -2.89 0.21 -0.05 -1.70 2.88 -1.63 ,0.08 1.37 0.33 -0.33 ,189,68,171,175,27
0.98 4.75 -0.17 -0.31 ,-0.29 -3.12 ,22,77,159,186,91
0.62 3.50 -1.84 -0.95 ,0.86 2.12 ,160,45,87,86,82
-6.65 0.23 -0.21 ,-2.63 ,77,34,147,33,93
-0.30 -0.45 -1.11 -4.22 -0.34 -0.61 0.49 -2.68 2.64 -1.28 ,0.26 2.26 0.05 -0.15 ,113,27,73,107,28
-0.62 -0.26 -0.10 0.09 -0.05 2.09 -0.63 -4.77 0.49 0.57 1.14 1.94 -0.76 0.53 1.08 0.44 -1.64 0.05 0.89 0.77 0.07 0.48 1.00 -2.13 2.42 -0.15 ,-0.34 1.88 -0.15 -0.08 0.01 -1.01 0.99 -0.20 ,50,36,29,58,11
0.22 0.41 -0.58 -0.52 -0.92 0.50 -0.19 -0.57 -0.36 0.15 1.36 0.14 -0.46 0.10 0.14 -0.44 0.16 1.01 0.85 0.36 0.03 -1.08 -0.61 0.13 -0.44 -0.58 0.36 0.62 -0.25 0.13 -0.17 0.25 -0.89 -0.57 -0.42 -0.42 -0.45 0.83 -0.34 0.29 0.38 -2.21 0.94 ,0.17 1.49 -0.10 -0.15 0.71 0.22 -0.27 ,35,107,136,192,5
-0.82 2.14 -4.07 0.08 1.69 1.71 -0.59 -3.08 -0.02 -3.02 0.98 ,1.83 -1.60 1.36 ,5,97,35,77,18
-0.70 -1.17 0.59 -0.45 -2.02 0.46 0.48 -2.74 -1.02 2.13 -0.17 0.44 1.11 -0.63 -0.23 0.06 0.98 -0.27 1.57 ,-0.03 -0.70 1.62 -0.16 ,142,27,138,105,9
-0.49 1.98 2.34 -3.30 -3.85 1.69 ,2.27 -0.56 ,127,78,48,8,52
-0.30 0.55 -5.63 -2.54 1.40 ,1.67 0.80 ,163,42,76,116,65
0.06 -5.49 0.08 0.45 ,-0.31 -3.18 ,62,121,144,167,87
0.55 5.12 -2.06 -3.30 1.50 ,-0.69 2.54 ,29,85,41,102,56
0.63 -5.52 -0.37 1.21 ,-2.09 -1.12 ,151,170,113,77,74
-1.17 4.03 1.15 0.06 ,0.57 -1.74 ,184,86,79,93,81
0.05 2.04 -3.82 -0.92 0.28 -1.55 -0.71 0.91 ,0.86 -0.01 ,172,66,130,103,34
