-0.94 -1.30 0.01 -0.64 -0.08 -0.68 -0.17 -0.57 0.64 0.57 0.62 -0.43 -0.21 0.24 -1.04 -0.13 2.00 ,-0.08 -0.41 -0.56 -0.05 0.22 0.60 ,161,188,114,176,8
-0.52 0.13 -0.21 -0.81 0.95 -0.45 2.58 -0.88 1.81 1.87 0.65 ,-0.01 -1.74 2.75 ,147,118,101,132,27
0.01 0.20 -0.09 -0.32 -1.70 0.87 0.59 1.23 -0.47 ,-0.45 1.09 2.16 ,18,33,192,173,30
0.01 0.85 -0.24 -0.50 -0.27 -2.14 1.04 -1.20 -3.21 ,0.15 -0.67 0.14 -2.27 ,78,95,187,105,29
-0.23 0.34 -1.13 -2.73 1.43 1.81 -1.99 -0.82 ,-0.65 1.17 2.49 ,95,44,168,125,27
-0.14 0.63 -3.02 1.26 ,-0.76 2.01 ,123,143,102,23,92
0.21 -2.37 -1.82 ,-0.68 -1.23 ,22,124,186,100,75
-0.73 2.36 -1.03 -2.51 3.05 ,0.15 -2.08 ,103,126,101,32,59
-0.14 -0.06 -0.16 0.46 1.15 0.22 -0.84 -0.44 -0.60 -0.19 0.10 -0.57 -0.79 0.68 -1.25 1.00 0.47 2.30 -0.36 -0.26 -1.97 0.47 0.80 ,-0.15 -0.15 -1.14 -0.94 0.71 -0.07 ,137,112,21,72,9
0.78 0.11 -2.76 1.68 ,-2.62 ,64,80,60,16,89
-0.05 -0.50 -0.51 1.19 0.30 -0.76 -0.29 -0.27 -0.42 -0.62 -0.34 0.65 0.03 -0.03 0.15 0.48 0.38 -0.52 -0.21 0.12 -0.93 0.57 -0.24 -0.52 0.28 -0.62 -0.03 -0.21 -0.07 -0.87 -0.32 -1.35 -1.02 -0.80 -0.73 0.24 0.63 -1.04 0.01 -0.57 0.00 -0.97 0.22 -0.36 0.62 -0.73 -0.32 0.35 0.75 -0.26 0.22 -0.91 0.61 -0.48 -0.32 0.12 ,-0.20 0.41 -0.36 -1.09 0.87 -0.40 -0.05 -0.07 -0.45 -0.45 -0.32 -0.69 -0.44 -0.57 -1.64 -0.26 -0.34 0.26 ,16,165,116,16,5
1.05 0.48 1.52 -3.10 0.70 -3.34 ,0.67 2.19 ,66,76,95,128,52
-1.06 0.77 0.19 0.11 0.90 -0.38 2.08 0.21 0.64 2.43 0.55 ,-0.21 -1.29 1.99 ,190,156,114,148,25
0.46 0.37 -1.40 -2.45 0.53 ,0.21 -2.54 ,30,175,174,75,54
-1.25 0.80 -0.38 1.27 2.14 1.32 -2.82 ,-0.16 2.75 ,152,8,94,152,41
-1.25 0.34 0.34 -0.05 -0.43 -1.48 1.22 0.07 1.71 -0.89 -2.46 -1.12 ,-0.34 -0.82 -0.59 2.56 ,137,56,17,72,19
-1.12 3.49 -2.37 ,0.48 1.86 ,180,190,63,142,91
0.50 1.51 1.00 -2.94 3.05 ,-0.20 1.66 ,179,136,91,25,59
-0.23 1.04 -0.33 0.05 -0.72 -0.19 -0.30 -0.45 -2.75 -1.13 -1.30 0.21 ,0.48 -0.09 -0.37 0.69 0.18 -1.05 -1.84 -0.13 ,79,172,19,87,13
-1.06 1.64 -2.04 -0.93 -2.61 ,0.32 -2.14 ,87,105,183,48,55
-0.77 0.18 -1.07 ,1.39 -3.10 ,51,175,36,117,33
0.01 -2.61 0.61 0.73 -1.06 0.29 -1.22 -0.69 1.71 0.13 -0.39 2.31 -1.90 0.75 0.65 -1.28 -0.07 1.58 0.41 ,-0.48 0.22 -0.45 0.88 2.28 -0.13 ,166,84,73,89,12
-0.56 0.69 -0.46 0.64 -0.19 -0.18 -0.19 -0.85 -2.02 -0.29 0.49 -2.50 -0.76 1.65 0.47 2.30 -0.95 2.18 ,-0.53 0.47 -1.00 -0.07 0.90 0.41 -0.99 -0.07 ,66,95,25,43,9
-0.78 2.45 -2.22 1.72 ,-0.29 -1.64 ,59,152,81,40,61
-0.01 -0.99 -1.64 3.22 -4.28 ,-0.96 -1.56 ,80,30,5,71,61
-0.86 0.49 -2.98 3.68 ,0.38 -2.19 ,22,38,174,155,62
