-0.31 -0.08 0.29 -1.18 ,,106,176,25,161,79
0.40 -0.35 1.44 -2.20 1.11 -5.13 2.66 ,,148,43,75,171,39
0.06 -1.33 -2.40 2.74 ,,31,52,137,62,71
-0.58 -1.08 -0.02 1.10 0.03 -0.80 -1.82 0.54 -2.06 -4.34 -2.76 -1.29 ,,180,119,141,155,25
0.39 -0.40 -0.77 -1.38 1.16 4.10 -2.92 ,,42,171,186,137,40
0.16 0.16 0.80 4.20 -2.95 ,,162,26,187,171,59
-0.24 -0.19 -0.18 -0.42 -0.31 0.03 -0.04 -0.42 -0.25 -0.17 -0.12 -0.55 0.01 -0.18 -0.41 -0.88 -0.41 -0.23 -0.18 -0.46 -0.73 0.03 -0.38 0.23 -0.34 -0.05 -0.13 -0.29 -0.21 -0.18 0.40 0.24 -0.10 -0.30 -0.23 -0.05 -0.23 -0.33 -0.56 0.00 0.11 0.36 -0.11 -0.26 -0.08 0.13 -0.06 -0.08 0.15 0.17 0.41 -0.19 -0.91 -0.70 -0.42 -0.02 0.08 -0.25 -0.24 -0.39 0.15 -0.12 -0.05 -0.61 -0.05 0.00 -0.10 -0.23 0.14 -0.33 -0.39 -0.04 0.05 0.05 -0.33 -0.36 1.02 -0.37 -0.10 0.07 -0.20 -0.05 -0.80 -0.22 -0.29 0.17 0.25 -0.14 -0.17 -1.07 -0.38 ,,62,77,155,54,2
0.05 0.77 -0.66 -4.00 ,,148,188,12,110,86
-2.01 -0.12 -3.73 ,,2,130,87,140,83
-0.51 -1.05 0.54 -2.32 ,,3,69,138,143,83
-0.72 -1.67 -0.72 0.37 ,,161,186,153,44,69
0.16 0.40 -0.59 -0.93 ,,191,178,72,37,80
-0.87 -0.42 -1.50 2.22 -1.41 5.79 -3.71 ,,114,168,138,73,42
0.32 -0.41 0.32 -0.93 ,,132,61,56,5,80
-0.66 -0.10 0.32 0.62 6.05 -2.28 ,,188,7,143,110,47
-0.11 -0.66 0.41 -0.80 -0.51 5.15 2.74 ,,139,5,169,116,44
0.05 0.89 -0.14 1.84 ,,66,49,2,98,88
0.05 0.33 -1.04 -2.87 ,,12,54,86,139,84
-0.24 0.15 0.92 -0.43 -0.20 -0.44 -0.82 -0.71 0.28 0.31 -1.85 0.97 -1.75 0.04 0.24 1.55 0.05 -0.46 -0.88 -2.23 -1.02 -0.42 0.65 1.43 -1.38 0.54 ,,16,42,140,4,8
0.35 -2.93 -6.33 ,,35,165,80,109,94
0.75 0.34 4.01 ,,80,180,111,122,89
0.86 0.02 -1.43 0.13 -0.40 0.00 1.71 -1.54 ,,95,151,34,90,34
0.20 -0.40 2.29 ,,76,192,105,12,96
-0.33 -0.24 -0.79 -0.18 1.18 -1.98 -0.20 0.00 0.19 -1.33 3.23 -1.19 0.43 0.26 1.07 3.11 -1.06 -2.00 -0.92 -2.12 ,,98,178,13,74,13
0.34 -1.11 0.68 3.48 ,,28,34,170,54,78
0.05 0.19 -1.09 -0.62 -1.07 0.14 -1.46 2.55 -1.11 1.50 2.93 -2.13 -0.72 ,,87,4,33,80,22
-0.33 -1.73 -1.38 -3.33 -0.23 ,,1,136,155,30,68
-0.63 0.90 0.19 0.50 -0.56 -0.67 1.80 -0.23 -0.87 0.32 -2.44 1.43 -0.62 -0.80 1.21 -1.76 0.46 1.65 -0.83 0.91 ,,175,38,97,187,12
-0.41 0.65 1.80 3.97 -1.89 ,,83,103,36,115,50
-0.33 -0.43 0.13 -0.10 4.96 3.08 ,,159,40,60,163,56
0.90 -0.70 0.38 1.78 ,,75,159,185,92,83
0.05 -0.27 -0.70 -1.58 1.87 -1.01 0.29 -1.82 -0.05 0.87 1.30 3.61 -0.55 2.41 0.10 ,,153,3,183,178,18
-0.43 0.62 -1.06 -4.21 0.66 ,,26,64,81,67,55
-0.32 -0.62 0.17 -0.09 -0.16 0.40 0.04 0.08 -0.09 0.93 -1.00 1.18 -1.18 0.25 -0.02 0.33 -0.29 -0.33 -0.28 0.20 -0.19 0.13 0.09 -1.07 0.33 -1.02 -0.35 -1.86 ,,50,71,158,131,5
-0.14 -0.01 -0.80 -0.40 -0.08 0.72 -0.03 -0.16 -0.62 -0.24 0.10 -0.08 0.43 -0.16 -0.36 -0.09 -0.02 0.24 -0.41 1.28 -1.52 0.54 -1.13 2.22 0.73 -0.19 -1.93 0.07 0.25 -0.80 0.54 -0.52 -0.55 -0.19 -0.56 -1.26 -0.27 -1.73 -0.93 2.00 0.77 0.05 0.30 -0.43 -0.20 0.34 -0.22 -0.71 -0.78 -0.18 -0.78 ,,61,187,15,24,4
-0.99 -0.37 2.53 ,,51,127,30,109,95
