0.03 4.53 17.23 3.07 ,,181,47,13,1,55
-1.91 0.21 -1.69 -1.86 -2.92 -5.40 9.19 -1.20 -0.59 -0.45 -0.86 ,,122,2,189,71,12
-4.17 -10.88 -10.95 ,,8,61,115,191,65
2.21 15.51 ,,104,31,152,63,76
-4.99 6.85 2.22 ,,123,76,169,20,43
-0.10 0.11 -1.39 0.75 1.00 -2.22 1.94 1.66 -0.98 0.33 0.62 2.37 2.47 4.32 13.40 -0.33 -0.67 -1.62 -0.79 -0.12 0.85 ,,79,52,26,149,7
0.77 5.31 25.08 -3.70 ,,84,21,179,104,56
1.08 -5.20 -2.12 -0.36 ,,117,79,131,81,20
2.11 0.16 -2.41 -2.10 -0.57 -8.71 -0.87 -0.91 -0.27 -0.12 -1.11 ,,119,1,146,191,8
3.82 21.06 ,,38,123,36,159,90
-0.32 -1.66 -3.40 1.19 -2.73 -6.50 -13.69 1.87 0.41 ,,36,179,109,60,18
1.09 -2.36 -2.33 -20.11 2.13 1.05 ,,13,180,80,55,26
1.31 -4.72 -0.87 -1.32 ,,137,92,144,95,12
-0.53 -4.02 -17.85 ,,37,87,70,22,83
-0.24 -3.79 20.62 -2.38 ,,116,147,160,46,42
-1.42 -2.54 13.98 ,,182,169,157,75,72
2.76 18.75 ,,145,47,152,63,58
-1.07 -5.10 1.80 -21.44 2.22 ,,87,84,76,9,42
-2.14 1.46 3.43 -1.91 0.21 -1.69 -1.86 -2.92 7.66 7.76 -2.13 -0.74 -0.13 -1.57 ,,181,18,162,107,12
-0.21 -1.25 -3.86 -21.38 -2.52 ,,45,42,102,70,43
-0.53 3.67 -21.26 ,,103,31,47,134,73
3.87 -16.06 -6.30 ,,93,71,45,191,62
-0.17 0.42 18.95 ,,103,29,27,174,89
5.22 25.55 -2.54 ,,175,48,180,66,54
-1.90 -1.86 -18.55 ,,27,46,63,161,84
